well_name,crb_desc,cut_bk,new_pool_desc,well_redrill,REDRILL_WELL_NAME
B833,10               ,10,R07N             , ,B833 
B834,9                ,9,R07N             , ,B834 
B834,9                ,9,R07N             ,A,B834A
B835,10               ,10,R07N             , ,B835 
B836,8-9              ,8,R07N-R07S        , ,B836 
B836,8-9              ,9,R07N-R07S        , ,B836 
B837,9                ,9,R07N             , ,B837 
B838,9                ,9,R07N             , ,B838 
B839,9                ,9,R07N             , ,B839 
B839,9                ,9,R07N             , ,B839 
C101,17               ,17,R90N             , ,C101 
C103,18               ,18,R90N             , ,C103 
C103,18               ,18,R90N             ,A,C103A
C104,17               ,17,R90N             , ,C104 
C105,17               ,17,R90N             , ,C105 
C108,18               ,18,R90N             , ,C108 
C109,18               ,18,R90N             , ,C109 
C110,18               ,18,R90N             , ,C110 
C111,18               ,18,R90N             , ,C111 
C113,18               ,18,R90N             , ,C113 
C113,18               ,18,R90N             , ,C113 
C113,18               ,18,R90N             ,A,C113A
C114,18               ,18,R90N             , ,C114 
C115,17               ,17,R90N             , ,C115 
C116,18               ,18,R90N             , ,C116 
C117,33               ,33,R90N             , ,C117 
C117,33               ,33,R90N             , ,C117 
C117,33               ,33,R90N             , ,C117 
C125,18               ,18,R90N             , ,C125 
C126,44               ,44,UF90             , ,C126 
C126,44               ,44,UF90             , ,C126 
C126,17-32            ,17,R90N             ,Z,C126Z
C126,17-32            ,32,R90N             ,Z,C126Z
C127,17-32            ,17,R90N             , ,C127 
C127,17-32            ,32,R90N             , ,C127 
C127,17-32            ,17,R90N             ,A,C127A
C127,17-32            ,32,R90N             ,A,C127A
C128,17               ,17,R90N             , ,C128 
C129,18               ,18,R90N             , ,C129 
C129,18               ,18,R90N             ,A,C129A
C129,18               ,18,R90N             ,B,C129B
C130,44               ,44,UF90             , ,C130 
C131,18               ,18,R90N             , ,C131 
C132,18               ,18,R90N             , ,C132 
C132,18               ,18,R90N             , ,C132 
C132,18               ,18,R90N             ,A,C132A
C133,18               ,18,R90N             , ,C133 
C133,18               ,18,R90N             , ,C133 
C133,18               ,18,R90N             ,A,C133A
C134,18               ,18,R90N             , ,C134 
C135,17-32            ,17,R90N             , ,C135 
C135,17-32            ,32,R90N             , ,C135 
C136,18               ,18,R90N             , ,C136 
C136,18               ,18,R90N             ,A,C136A
C137,18               ,18,R90N             , ,C137 
C138,18               ,18,R90N             , ,C138 
C139,32               ,32,R90N             , ,C139 
C140,32               ,32,R90N             , ,C140 
C140,32               ,32,R90N             ,A,C140A
C141,18               ,18,R90N             , ,C141 
C141,18               ,18,R90N             ,A,C141A
C143,17               ,17,R90N             , ,C143 
C145,18               ,18,R90N             , ,C145 
C146,18               ,18,R90N             , ,C146 
C201,44               ,44,UF90             , ,C201 
C202,44               ,44,UF90             , ,C202 
C203,18               ,18,R90N             , ,C203 
C204,18               ,18,R90N             , ,C204 
C205,18               ,18,R90N             , ,C205 
C143,17               ,17,R90N             , ,C143 
C205,18               ,18,R90N             ,A,C205A
C207,18               ,18,R90N             , ,C207 
C208,18               ,18,R90N             , ,C208 
C208,18               ,18,R90N             ,A,C208A
C209,18               ,18,R90N             , ,C209 
C210,43               ,43,TE90S            , ,C210 
C211,33               ,33,R90N             , ,C211 
C207,18               ,18,R90N             , ,C207 
C212,22               ,22,R90S             , ,C212 
C213,33               ,33,R90N             , ,C213 
C212,22               ,22,R90S             , ,C212 
C210,43               ,43,TE90S            , ,C210 
C213,33               ,33,R90N             , ,C213 
C213,22               ,22,R90S             ,A,C213A
C213,33               ,33,R90N             ,B,C213B
C214,18               ,18,R90N             , ,C214 
C214,18               ,18,R90N             , ,C214 
C214,18               ,18,R90N             ,A,C214A
C216,18               ,18,R90N             , ,C216 
C218,18               ,18,R90N             , ,C218 
C219,18               ,18,R90N             , ,C219 
C219,18               ,18,R90N             ,A,C219A
C220,18               ,18,R90N             , ,C220 
C222,18               ,18,R90N             , ,C222 
C223,18               ,18,R90N             , ,C223 
C224,32               ,32,R90N             , ,C224 
C225,18               ,18,R90N             , ,C225 
C227,18               ,18,R90N             , ,C227 
C229,18               ,18,R90N             , ,C229 
C231,18               ,18,R90N             , ,C231 
C233,18               ,18,R90N             , ,C233 
C235,18               ,18,R90N             , ,C235 
C239,44               ,44,UF90             , ,C239 
C241,18               ,18,R90N             , ,C241 
C242,18               ,18,R90N             , ,C242 
C245,18               ,18,R90N             , ,C245 
C246,18               ,18,R90N             , ,C246 
C302,18               ,18,R90N             , ,C302 
C303,18               ,18,R90N             , ,C303 
C310,18               ,18,R90N             , ,C310 
C311,18               ,18,R90N             , ,C311 
C312,18               ,18,R90N             , ,C312 
C312,18               ,18,R90N             ,A,C312A
C312,18               ,18,R90N             ,B,C312B
C313,18               ,18,R90N             , ,C313 
C313,18               ,18,R90N             , ,C313 
C313,18               ,18,R90N             ,A,C313A
C314,20               ,20,R90N             , ,C314 
C315,20               ,20,R90N             , ,C315 
C315,20               ,20,R90N             ,A,C315A
C316,20               ,20,R90N             , ,C316 
C316,20               ,20,R90N             ,A,C316A
C317,30               ,30,37               , ,C317 
C317,45               ,45,UF90             , ,C317 
C317,45               ,45,UF90             ,Z,C317Z
C318,44               ,44,UF90             , ,C318 
C318,44               ,44,UF90             ,A,C318A
C319,20               ,20,R90N             , ,C319 
C320,18               ,18,R90N             , ,C320 
C321,45               ,45,UF90             , ,C321 
C319,20               ,20,R90N             , ,C319 
C321,45               ,45,UF90             ,A,C321A
C321,45               ,45,UF90             ,B,C321B
C322,33               ,33,R90N             , ,C322 
C324,18               ,18,R90N             , ,C324 
C324,18               ,18,R90N             ,A,C324A
C324,18               ,18,R90N             ,B,C324B
C322,33               ,33,R90N             , ,C322 
C325,21               ,21,R90S             , ,C325 
C326,44               ,44,UF90             , ,C326 
C327,20               ,20,R90N             , ,C327 
C328,20               ,20,R90N             , ,C328 
C330,20               ,20,R90N             , ,C330 
C329,33               ,33,R90N             , ,C329 
C329,33               ,33,R90N             , ,C329 
C329,33               ,33,R90N             ,A,C329A
C330,20               ,20,R90N             , ,C330 
C329,33               ,33,R90N             ,A,C329A
C331,20               ,20,R90N             , ,C331 
C336,45               ,45,UF90             , ,C336 
C332,20               ,20,R90N             , ,C332 
C333,20               ,20,R90N             , ,C333 
C335,46               ,46,UF90             , ,C335 
C336,45               ,45,UF90             , ,C336 
C337,20-33            ,20,R90N             , ,C337 
C337,20-33            ,33,R90N             , ,C337 
C337,20-33            ,20,R90N             ,A,C337A
C332,20               ,20,R90N             , ,C332 
C337,20-33            ,33,R90N             ,A,C337A
C338,20               ,20,R90N             , ,C338 
C338,20               ,20,R90N             ,A,C338A
C338,20               ,20,R90N             ,A,C338A
C339,44               ,44,UF90             , ,C339 
C340,20               ,20,R90N             , ,C340 
J160,38               ,38,UT06W            ,A,J160A
J163,3-4              ,3,R6N-R6S          , ,J163 
J163,3-4              ,4,R6N-R6S          , ,J163 
J163,3-4              ,3,R6N-R6S          ,A,J163A
J163,3-4              ,4,R6N-R6S          ,A,J163A
J163,3-4              ,3,R6N-R6S          ,B,J163B
J163,3-4              ,4,R6N-R6S          ,B,J163B
J165,38               ,38,UT06W            , ,J165 
J165,38               ,38,UT06W            , ,J165 
J167,38               ,38,UT06W            , ,J167 
J167,38               ,38,UT06W            ,A,J167A
J168,38               ,38,UT06W            , ,J168 
J169,3-4              ,3,R6N-R6S          , ,J169 
J169,3-4              ,4,R6N-R6S          , ,J169 
J170,4                ,4,R6S              , ,J170 
J171,35               ,35,T05              , ,J171 
J172,4                ,4,R6S              , ,J172 
J172,4                ,4,R6S              , ,J172 
J173,38               ,38,UT06W            , ,J173 
J173,4-38             ,4,R6S-UT06W        ,Z,J173Z
J173,4-38             ,38,R6S-UT06W        ,Z,J173Z
J178,4                ,4,R6S              , ,J178 
J174,4                ,4,R6S              , ,J174 
J175,4                ,4,R6S              , ,J175 
J177,4                ,4,R6S              , ,J177 
J177,4                ,4,R6S              ,A,J177A
J177,4                ,4,R6S              ,A,J177A
J178,4                ,4,R6S              , ,J178 
J174,4                ,4,R6S              , ,J174 
J179,38               ,38,UT06W            , ,J179 
J181,4                ,4,R6S              , ,J181 
J182,38               ,38,UT06W            , ,J182 
J183,4                ,4,R6S              , ,J183 
J183,4                ,4,R6S              ,A,J183A
J183,4                ,4,R6S              ,A,J183A
J188,4                ,4,R6S              , ,J188 
J181,4                ,4,R6S              , ,J181 
J189,38               ,38,UT06W            , ,J189 
J310,4                ,4,R6S              , ,J310 
J310,4                ,4,R6S              ,A,J310A
J311,38               ,38,UT06W            , ,J311 
J311,38               ,38,UT06W            ,A,J311A
J312,4                ,4,R6S              , ,J312 
J312,4                ,4,R6S              ,A,J312A
J313,35               ,35,T05              , ,J313 
J314,38               ,38,UT06W            , ,J314 
J314,38               ,38,UT06W            ,A,J314A
J189,4-38             ,4,R6S-UT06W        , ,J189 
J189,4-38             ,38,R6S-UT06W        , ,J189 
J315,4                ,4,R6S              , ,J315 
J315,4                ,4,R6S              ,A,J315A
J316,4                ,4,R6S              , ,J316 
J317,4                ,4,R6S              , ,J317 
J318,38               ,38,UT06W            , ,J318 
J319,38               ,38,UT06W            , ,J319 
J319,38               ,38,UT06W            ,A,J319A
J319,38               ,38,UT06W            ,A,J319A
J320,38               ,38,UT06W            , ,J320 
J317,4                ,4,R6S              , ,J317 
J320,38               ,38,UT06W            ,A,J320A
J321,38               ,38,UT06W            , ,J321 
J322,38               ,38,UT06W            , ,J322 
J323,38               ,38,UT06W            , ,J323 
J323,38               ,38,UT06W            ,A,J323A
J323,38               ,38,UT06W            ,A,J323A
J324,4                ,4,R6S              , ,J324 
J324,4                ,4,R6S              ,A,J324A
J325,38               ,38,UT06W            , ,J325 
J323,38               ,38,UT06W            ,A,J323A
J325,4-38             ,4,R6S-UT06W        ,A,J325A
J325,4-38             ,38,R6S-UT06W        ,A,J325A
J326,38               ,38,UT06W            , ,J326 
J326,38               ,38,UT06W            ,A,J326A
J327,38               ,38,UT06W            , ,J327 
J328,38               ,38,UT06W            , ,J328 
J329,38               ,38,UT06W            , ,J329 
J329,38               ,38,UT06W            , ,J329 
J329,38               ,38,UT06W            ,A,J329A
J330,4                ,4,R6S              , ,J330 
J330,38               ,38,UT06W            ,A,J330A
J330,38               ,38,UT06W            ,A,J330A
J331,4                ,4,R6S              , ,J331 
J331,4                ,4,R6S              ,A,J331A
J331,4                ,4,R6S              ,A,J331A
J332,38               ,38,UT06W            , ,J332 
J332,38               ,38,UT06W            ,A,J332A
J332,4-38             ,4,R6S-UT06W        ,A,J332A
J332,4-38             ,38,R6S-UT06W        ,A,J332A
J333,4                ,4,R6S              , ,J333 
J334,4                ,4,R6S              , ,J334 
J334,4                ,4,R6S              ,A,J334A
J335,38               ,38,UT06W            , ,J335 
J335,4-5              ,4,R6S              ,Z,J335Z
J336,4                ,4,R6S              , ,J336 
J337,4                ,4,R6S              , ,J337 
J338,4                ,4,R6S              , ,J338 
J339,35               ,35,T05              , ,J339 
J340,4-5              ,4,R6S              , ,J340 
J340,4-5              ,5,R6S              , ,J340 
J335,38               ,38,UT06W            ,A,J335A
J335,4-5              ,5,R6S              ,Z,J335Z
J340,4-5              ,4,R6S              ,A,J340A
J340,4-5              ,5,R6S              ,A,J340A
J340,4-5              ,4,R6S              ,A,J340A
J340,4-5              ,5,R6S              ,A,J340A
J341,38               ,38,UT06W            , ,J341 
J341,38               ,38,UT06W            , ,J341 
J341,38               ,38,UT06W            , ,J341 
J341,4-38             ,4,R6S-UT06W        ,A,J341A
J341,4-38             ,38,R6S-UT06W        ,A,J341A
J342,35               ,35,T05              , ,J342 
J343,4                ,4,R6S              , ,J343 
J348,38               ,38,UT06W            ,A,J348A
J344,4                ,4,R6S              , ,J344 
J345,38               ,38,UT06W            , ,J345 
J346,38               ,38,UT06W            , ,J346 
J346,38               ,38,UT06W            ,A,J346A
J346,38               ,38,UT06W            ,A,J346A
J347,4                ,4,R6S              , ,J347 
J348,4                ,4,R6S              , ,J348 
J344,4                ,4,R6S              , ,J344 
J348,38               ,38,UT06W            ,A,J348A
J349,4-5              ,4,R6S              , ,J349 
J349,4-5              ,5,R6S              , ,J349 
J410,4-5              ,4,R6S              , ,J410 
J410,4-5              ,5,R6S              , ,J410 
J412,5                ,5,R6S              , ,J412 
J411,5                ,5,R6S              , ,J411 
J412,5                ,5,R6S              , ,J412 
J413,5                ,5,R6S              , ,J413 
J414,4                ,4,R6S              , ,J414 
J411,5                ,5,R6S              , ,J411 
J415,4-5              ,5,R6S              , ,J415 
J416,38               ,38,UT06W            ,A,J416A
J415,4-5              ,4,R6S              , ,J415 
J415,4-5              ,5,R6S              , ,J415 
J416,4-5              ,4,R6S              , ,J416 
J416,4-5              ,5,R6S              , ,J416 
J416,4-5              ,4,R6S              ,Z,J416Z
J417,4-5              ,4,R6S              , ,J417 
J417,4-5              ,5,R6S              , ,J417 
J417,4-5              ,4,R6S              ,A,J417A
J415,4-5              ,4,R6S              , ,J415 
J416,4-5              ,5,R6S              ,Z,J416Z
J417,4-5              ,5,R6S              ,A,J417A
J418,4-5              ,5,R6S              , ,J418 
J419,4-5              ,4,R6S              , ,J419 
J418,4-5              ,4,R6S              , ,J418 
J418,4-5              ,5,R6S              , ,J418 
J419,4-5              ,5,R6S              , ,J419 
J419,4-5              ,4,R6S              , ,J419 
J419,4-5              ,5,R6S              , ,J419 
J421,4                ,4,R6S              , ,J421 
J422,4                ,4,R6S              , ,J422 
J418,4-5              ,4,R6S              , ,J418 
J423,38               ,38,UT06W            , ,J423 
J425,4-5              ,4,R6S              , ,J425 
J425,4-5              ,5,R6S              , ,J425 
J425,38               ,38,UT06W            ,A,J425A
J427,38               ,38,UT06W            , ,J427 
J428,5                ,5,R6S              , ,J428 
J428,5                ,5,R6S              ,A,J428A
J429,5                ,5,R6S              , ,J429 
J429,5                ,5,R6S              , ,J429 
A271,65               ,65,SG06             ,Z,A271Z
B529,13               ,13,R07S             , ,B529 
C667,33               ,33,R90N             , ,C667 
B309,14               ,14,R08A             ,C,B309C
D720,30               ,30,37               ,A,D720A
B519,15               ,15,R08A             , ,B519 
B121,10               ,10,R07N             ,B,B121B
D303,46               ,46,UF90             , ,D303 
B221,14               ,14,R08A             ,A,B221A
C355,30               ,30,37               , ,C355 
B216,14               ,14,R08A             ,A,B216A
C239,44               ,44,UF90             ,A,C239A
C125,63               ,63,BL               ,A,C125A
B231,10               ,10,R07N             ,B,B231B
B134,13               ,13,R07S             , ,B134 
B403,66               ,66,SG07             ,Z,B403Z
B830,9                ,9,R07N             ,B,B830B
C203,61               ,61,BUA              ,A,C203A
B235,11               ,11,R07N             ,A,B235A
B313,14-15            ,14,R08A             ,C,B313C
B313,14-15            ,15,R08A             ,C,B313C
B738,2                ,2,R6N              , ,B738 
B561,4                ,4,R6S              , ,B561 
B302,14-15            ,14,R08A             ,A,B302A
B302,14-15            ,15,R08A             ,A,B302A
B129,10-11            ,10,R07N             ,A,B129A
B129,10-11            ,11,R07N             ,A,B129A
C325,21               ,21,R90S             ,A,C325A
A268,65               ,65,SG06             ,Z,A268Z
B562,3                ,3,R6S              , ,B562 
C351,63               ,63,BL               , ,C351 
B609,5                ,5,R6S              ,B,B609B
B628,4                ,4,R6S              ,B,B628B
B140,10               ,10,R07N             ,A,B140A
C423,21               ,21,R90S             ,A,C423A
A364,3-4              ,3,R6S              ,Z,A364Z
A364,3-4              ,4,R6S              ,Z,A364Z
C643,21               ,21,R90S             ,A,C643A
B232,10               ,10,R07N             ,B,B232B
B726,4                ,4,R6S              , ,B726 
C458,21               ,21,R90S             ,A,C458A
B757,9-10             ,9,R07N             ,A,B757A
B757,9-10             ,10,R07N             ,A,B757A
B560,5                ,5,R6S              , ,B560 
B637,4                ,4,R6S              ,A,B637A
B527,24-27            ,24,TE08A-UF08       , ,B527 
B527,24-27            ,27,TE08A-UF08       , ,B527 
A366,3-4              ,3,R6S              , ,A366 
A366,3-4              ,4,R6S              , ,A366 
C129,63               ,63,BL               ,C,C129C
B237,11               ,11,R07N             ,A,B237A
C609,21               ,21,R90S             ,B,C609B
B728,8                ,8,R07S             , ,B728 
C322,20               ,20,R90N             ,A,C322A
B833,10               ,10,R07N             ,A,B833A
C811,17               ,17,R90N             ,A,C811A
B559,4                ,4,R6S              , ,B559 
B760,9                ,9,R07N             , ,B760 
B729,8                ,8,R07S             , ,B729 
C650,21-22            ,21,R90S             ,A,C650A
C650,21-22            ,22,R90S             ,A,C650A
C317,21               ,21,R90S             ,A,C317A
B732,9                ,9,R07N             , ,B732 
D747,24               ,24,TE08A            ,A,D747A
C128,17               ,17,R90N             , ,C128 
C714,16               ,16,R08B             ,A,C714A
B731,8                ,8,R07S             , ,B731 
C352,44               ,44,UF90             , ,C352 
B805,10               ,10,R07N             , ,B805 
B556,13               ,13,R07S             , ,B556 
B730,12               ,12,R07S             , ,B730 
C761,16               ,16,R08B             ,A,C761A
B524,24-27            ,24,TE08A-UF08       , ,B524 
B524,24-27            ,27,TE08A-UF08       , ,B524 
B745,10               ,10,R07N             , ,B745 
C705,33               ,33,R90N             ,A,C705A
B733,4-5              ,4,R6S              , ,B733 
B733,4-5              ,5,R6S              , ,B733 
B624,4                ,4,R6S              ,A,B624A
C434,33               ,33,R90N             ,A,C434A
D582,5                ,5,R6S              ,B,D582B
B318,12               ,12,R07S             ,C,B318C
B748,4                ,4,R6S              , ,B748 
C817,17               ,17,R90N             ,A,C817A
C349,44               ,44,UF90             , ,C349 
C732,17               ,17,R90N             ,B,C732B
B413,13               ,13,R07S             ,A,B413A
B531,24               ,24,TE08A            , ,B531 
B112,10               ,10,R07N             ,A,B112A
C116,61               ,61,BUA              ,A,C116A
A560,3                ,3,R6S              , ,A560 
J544,36               ,36,R6S              ,A,J544A
B316,14               ,14,R08A             ,B,B316B
J560,5-36             ,5,R6S              , ,J560 
J560,5-36             ,36,R6S              , ,J560 
C708,21               ,21,R90S             ,C,C708C
C355,30               ,30,37               , ,C355 
B736,9                ,9,R07N             , ,B736 
C352,33               ,33,R90N             ,Z,C352Z
J555,36               ,36,R6S              ,B,J555B
B744,9                ,9,R07N             , ,B744 
D444,21               ,21,R90S             , ,D444 
C651,46               ,46,UF90             ,A,C651A
C242,60               ,60,BUB              ,A,C242A
B753,11               ,11,R07N             , ,B753 
C335,21               ,21,R90S             ,A,C335A
B558,4                ,4,R6S              , ,B558 
J547,36               ,36,R6S              ,B,J547B
B750,4                ,4,R6S              , ,B750 
C145,61               ,61,BUA              ,A,C145A
D442,21               ,21,R90S             , ,D442 
B219,12               ,12,R07S             ,A,B219A
B225,10               ,10,R07N             ,A,B225A
B557,4                ,4,R6S              , ,B557 
C651,46               ,46,UF90             ,A,C651A
D529,36               ,36,R6S              , ,D529 
D720,30               ,30,37               ,A,D720A
A271,65               ,65,SG06             ,Z,A271Z
B403,66               ,66,SG07             ,Z,B403Z
B739,3-8              ,3,R6S-R07S         ,Z,B739Z
B739,3-8              ,8,R6S-R07S         ,Z,B739Z
C409,20-33            ,33,R90N             ,C,C409C
B813,3                ,3,R6S              , ,B813 
B703,8                ,8,R07S             ,A,B703A
C522,21               ,21,R90S             ,A,C522A
D638,15               ,15,R08A             , ,D638 
B543,5                ,5,R6S              , ,B543 
B236,10               ,10,R07N             ,A,B236A
B535,15               ,15,R08A             , ,B535 
C412,21               ,21,R90S             ,C,C412C
D114,15               ,15,R08A             ,Z,D114Z
B537,12               ,12,R07S             , ,B537 
C245,63               ,63,BL               ,A,C245A
B202,12               ,12,R07S             ,A,B202A
C819,16               ,16,R08B             ,B,C819B
B553,5                ,5,R6S              , ,B553 
C535,21-22            ,21,R90S             ,B,C535B
C535,21-22            ,22,R90S             ,B,C535B
B531,24               ,24,TE08A            , ,B531 
D531,36               ,36,R6S              ,A,D531A
C538,21               ,21,R90S             ,A,C538A
B756,8-9              ,9,R07N-R07S        ,A,B756A
B756,8-9              ,8,R07N-R07S        ,A,B756A
D846,15-43            ,15,R08A-TE90S       , ,D846 
D846,15-43            ,43,R08A-TE90S       , ,D846 
C711,16               ,16,R08B             ,A,C711A
B240,14               ,14,R08A             ,A,B240A
B807,10               ,10,R07N             ,B,B807B
B325,15               ,15,R08A             , ,B325 
B540,27               ,27,UF08             , ,B540 
B752,10               ,10,R07N             , ,B752 
A105,1-2              ,1,R6N              , ,A105 
A101,2                ,2,R6N              , ,A101 
A101,1                ,1,R6N              ,A,A101A
A101,1                ,1,R6N              ,B,A101B
A102,1                ,1,R6N              , ,A102 
A103,1                ,1,R6N              , ,A103 
A104,1                ,1,R6N              , ,A104 
A105,1-2              ,2,R6N              , ,A105 
A105,1-2              ,1,R6N              , ,A105 
A101,1                ,1,R6N              ,B,A101B
A105,1-2              ,2,R6N              , ,A105 
A106,2                ,2,R6N              , ,A106 
A107,1                ,1,R6N              , ,A107 
A108,1                ,1,R6N              , ,A108 
A108,1                ,1,R6N              ,A,A108A
A108,1                ,1,R6N              ,A,A108A
A109,1                ,1,R6N              , ,A109 
A110,2-3              ,3,R6N-R6S          , ,A110 
A110,2-3              ,2,R6N-R6S          , ,A110 
A110,2-3              ,2,R6N-R6S          ,A,A110A
A110,2-3              ,3,R6N-R6S          ,A,A110A
A111,1-2              ,1,R6N              , ,A111 
A111,1-2              ,2,R6N              , ,A111 
A111,1-2              ,1,R6N              , ,A111 
A111,1-2              ,2,R6N              , ,A111 
A111,1-2              ,1,R6N              ,A,A111A
A111,1-2              ,2,R6N              ,A,A111A
A112,2                ,2,R6N              , ,A112 
A113,2                ,2,R6N              , ,A113 
A114,3                ,3,R6S              , ,A114 
A114,3                ,3,R6S              , ,A114 
A114,1                ,1,R6N              ,A,A114A
A115,1                ,1,R6N              , ,A115 
A115,1                ,1,R6N              , ,A115 
A115,1                ,1,R6N              ,A,A115A
A116,1                ,1,R6N              , ,A116 
A117,1                ,1,R6N              , ,A117 
A118,1-2              ,1,R6N              , ,A118 
A118,1-2              ,2,R6N              , ,A118 
A118,1-2              ,1,R6N              , ,A118 
A118,1-2              ,2,R6N              , ,A118 
A118,1-2              ,1,R6N              , ,A118 
A118,1-2              ,2,R6N              , ,A118 
A119,2                ,2,R6N              , ,A119 
A120,1                ,1,R6N              , ,A120 
A121,1-2              ,1,R6N              , ,A121 
A121,1-2              ,2,R6N              , ,A121 
A121,1-2              ,1,R6N              ,A,A121A
A121,1-2              ,2,R6N              ,A,A121A
A121,1-2              ,1,R6N              ,A,A121A
A121,1-2              ,2,R6N              ,A,A121A
A123,1                ,1,R6N              , ,A123 
A123,1                ,1,R6N              ,A,A123A
A123,1                ,1,R6N              ,B,A123B
A124,2                ,2,R6N              , ,A124 
A125,1                ,1,R6N              , ,A125 
A126,2                ,2,R6N              , ,A126 
A126,2                ,2,R6N              ,A,A126A
A126,1                ,1,R6N              ,B,A126B
A127,1                ,1,R6N              , ,A127 
A126,1                ,1,R6N              ,B,A126B
A127,1                ,1,R6N              ,A,A127A
A127,1                ,1,R6N              ,B,A127B
A127,1                ,1,R6N              ,C,A127C
A127,1                ,1,R6N              ,D,A127D
A129,1                ,1,R6N              , ,A129 
A129,1                ,1,R6N              ,A,A129A
A129,1                ,1,R6N              ,A,A129A
A130,1-2              ,1,R6N              , ,A130 
A130,1-2              ,2,R6N              , ,A130 
A130,1-2              ,1,R6N              ,A,A130A
A130,1-2              ,2,R6N              ,A,A130A
A130,1-2              ,1,R6N              ,A,A130A
A130,1-2              ,2,R6N              ,A,A130A
A131,1                ,1,R6N              , ,A131 
A132,2                ,2,R6N              , ,A132 
A133,1                ,1,R6N              , ,A133 
A134,1                ,1,R6N              , ,A134 
A135,2                ,2,R6N              , ,A135 
A137,1                ,1,R6N              , ,A137 
A138,1                ,1,R6N              , ,A138 
A139,1                ,1,R6N              , ,A139 
A139,1                ,1,R6N              ,A,A139A
A140,2                ,2,R6N              , ,A140 
A141,1                ,1,R6N              , ,A141 
A142,2-3              ,2,R6N-R6S          , ,A142 
A142,2-3              ,3,R6N-R6S          , ,A142 
A143,1                ,1,R6N              , ,A143 
A143,1                ,1,R6N              ,A,A143A
A144,2-3              ,2,R6N-R6S          , ,A144 
A144,2-3              ,3,R6N-R6S          , ,A144 
A145,1-2              ,1,R6N              , ,A145 
A145,1-2              ,2,R6N              , ,A145 
A147,1                ,1,R6N              , ,A147 
A146,2                ,2,R6N              , ,A146 
A147,1                ,1,R6N              , ,A147 
A148,38               ,38,UT06W            , ,A148 
A148,38               ,38,UT06W            ,A,A148A
A149,1                ,1,R6N              , ,A149 
A149,1                ,1,R6N              ,A,A149A
A150,2                ,2,R6N              , ,A150 
A151,1                ,1,R6N              , ,A151 
A146,2                ,2,R6N              , ,A146 
A152,2                ,2,R6N              , ,A152 
A152,1                ,1,R6N              ,A,A152A
A166,1                ,1,R6N              , ,A166 
A166,1                ,1,R6N              ,A,A166A
A166,1                ,1,R6N              ,A,A166A
A167,1                ,1,R6N              , ,A167 
A167,1                ,1,R6N              ,A,A167A
A167,1                ,1,R6N              ,B,A167B
A167,1                ,1,R6N              ,C,A167C
A168,1                ,1,R6N              , ,A168 
A169,1                ,1,R6N              , ,A169 
A170,1-2              ,1,R6N              , ,A170 
A170,1-2              ,2,R6N              , ,A170 
A171,1-2              ,1,R6N              , ,A171 
A171,1-2              ,2,R6N              , ,A171 
A171,1-2              ,1,R6N              ,A,A171A
A171,1-2              ,2,R6N              ,A,A171A
A172,2                ,2,R6N              , ,A172 
A173,1                ,1,R6N              , ,A173 
A169,1                ,1,R6N              , ,A169 
A174,2                ,2,R6N              , ,A174 
A201,1                ,1,R6N              , ,A201 
A202,2                ,2,R6N              , ,A202 
A203,2                ,2,R6N              , ,A203 
A204,1                ,1,R6N              , ,A204 
A205,1                ,1,R6N              , ,A205 
A205,1                ,1,R6N              ,A,A205A
A207,1                ,1,R6N              , ,A207 
A208,1                ,1,R6N              , ,A208 
A174,2                ,2,R6N              , ,A174 
A208,1                ,1,R6N              ,A,A208A
A209,1-2              ,2,R6N              , ,A209 
A211,1-2              ,1,R6N              , ,A211 
A209,1-2              ,1,R6N              , ,A209 
A209,1-2              ,2,R6N              , ,A209 
A210,1                ,1,R6N              , ,A210 
A211,1-2              ,2,R6N              , ,A211 
A211,1-2              ,1,R6N              , ,A211 
A211,1-2              ,2,R6N              , ,A211 
A209,1-2              ,1,R6N              , ,A209 
A212,2                ,2,R6N              , ,A212 
A212,1                ,1,R6N              ,B,A212B
A213,1-2              ,1,R6N              , ,A213 
A213,1-2              ,2,R6N              , ,A213 
A213,1-2              ,1,R6N              ,A,A213A
A213,1-2              ,2,R6N              ,A,A213A
A213,1-2              ,1,R6N              ,A,A213A
A213,1-2              ,2,R6N              ,A,A213A
A214,2                ,2,R6N              , ,A214 
A214,1                ,1,R6N              ,A,A214A
A212,1                ,1,R6N              ,A,A212A
A214,1                ,1,R6N              ,A,A214A
A215,1                ,1,R6N              , ,A215 
A216,2-3              ,2,R6N-R6S          , ,A216 
A216,2-3              ,3,R6N-R6S          , ,A216 
A216,2-3              ,2,R6N-R6S          , ,A216 
A216,2-3              ,3,R6N-R6S          , ,A216 
A216,2-3              ,2,R6N-R6S          , ,A216 
A216,2-3              ,3,R6N-R6S          , ,A216 
A217,2                ,2,R6N              , ,A217 
A215,1                ,1,R6N              , ,A215 
A218,2-3              ,2,R6N-R6S          , ,A218 
A218,2-3              ,3,R6N-R6S          , ,A218 
C340,20               ,20,R90N             ,A,C340A
C340,20               ,20,R90N             ,B,C340B
C342,44               ,44,UF90             , ,C342 
C357,44               ,44,UF90             , ,C357 
C358,44               ,44,UF90             , ,C358 
C401,20               ,20,R90N             , ,C401 
C402,20               ,20,R90N             , ,C402 
C403,45               ,45,UF90             , ,C403 
C403,45               ,45,UF90             , ,C403 
C403,44               ,44,UF90             ,A,C403A
